	Feature	value
487	VAFIN_>_VVINF_>_ADV	-0.0034155756211912197
629	VVINF_>_APPR_>_KON	-0.003392117983014615
998	VVINF_>_VVFIN_>_KOUS	-0.003383290092239047
670	ADJD_>_NN_>_KOKOM	-0.0033734241355880853
2108	VAFIN_>_VAPP_>_NN	0.003366923751852574
1077	VAFIN_>_VAPP_>_APPR	0.0033595072864500346
1756	VVPP_>_KON_>_VVFIN	0.003343865504004674
526	VMFIN_>_VVINF_>_APPR	-0.003324882294162332
1605	VVINF_>_VVINF_>_VVINF	-0.0032958062250646077
438	ADV_>_VAFIN_>_NN	-0.0032948711752312097
427	VMINF_>_VVINF_>_NN	-0.0032750051774246528
709	APPR_>_ADJD_>_ADJD	-0.0032653297606189324
763	VVPP_>_VAFIN_>_ADJD	-0.0032573641901324493
76	VAFIN_>_VVFIN_>_NN	-0.0032414598696073847
683	VVFIN_>_PTKNEG_>_ADV	0.003204866900044562
508	NN_>_ADJA_>_PRF	0.0032035818438195126
1679	ADV_>_VVFIN_>_APPR	0.0031971970679813186
1002	VVINF_>_VVFIN_>_APPR	-0.0031952343389061912
661	VAFIN_>_VVFIN_>_KOUS	-0.003194476519831452
1231	PROAV_>_VAFIN_>_VVPP	-0.0031915207165788655
120	NN_>_NN_>_APPRART	-0.003181247567758021
115	VVPP_>_NN_>_APPR	0.003166121238456392
382	VVFIN_>_APPR_>_APPR	0.0031625167433953047
1938	VVFIN_>_KON_>_VVPP	0.00315711639697803
663	VAFIN_>_APPR_>_PPER	0.003156413315507076
82	PPER_>_VVINF_>_NN	-0.003153745463590216
1021	VVFIN_>_PROAV_>_VVFIN	-0.0031524970066384743
630	NN_>_ADJA_>_PTKZU	-0.003135435633613565
1703	VAFIN_>_VAFIN_>_APPR	-0.003122061846883879
1459	KON_>_VMFIN_>_NN	-0.003108704802796051
2332	VAFIN_>_VVFIN_>_KON	0.0030899691924658706
1092	NN_>_VVPP_>_KON	0.003087505107290816
1705	VVFIN_>_PROAV_>_VAFIN	-0.0030860888374471714
116	KON_>_VAFIN_>_VVPP	0.003083904904129726
583	VAFIN_>_VVFIN_>_APPR	-0.0030739599216937433
540	VVINF_>_APPRART_>_NN	-0.00305780437020945
254	VAINF_>_VVPP_>_NN	-0.003049339546179583
1091	NN_>_VVPP_>_ADJD	0.0030259679078201347
530	VVPP_>_APPR_>_ADV	-0.003025903050650634
162	VMFIN_>_VVINF_>_ADJD	-0.0030159070841589454
2422	APPR_>_NN_>_PWAT	-0.0030148078877653035
344	VVFIN_>_VVIZU_>_NN	0.0030032540243573086
2106	VAFIN_>_VAPP_>_ADV	0.002982369909831567
293	VAFIN_>_NN_>_PWAT	-0.0029611203672076382
860	NN_>_ADJA_>_PROAV	0.002952532188226348
1819	NN_>_FM_>_FM	-0.0029462945953769594
726	VVFIN_>_VVPP_>_ADV	0.0029424356438296183
418	VAFIN_>_VVFIN_>_ADV	0.002941744469600077
757	VVFIN_>_VVINF_>_ADJD	-0.002940653532432669
2174	VVPP_>_ADJD_>_ADJD	-0.0029346017358139994
808	VVFIN_>_VVFIN_>_APPRART	0.002932585673110051
1026	KON_>_VVPP_>_APPR	0.0029124012567445347
553	VMFIN_>_NN_>_PDAT	-0.002910036108828872
1590	VMFIN_>_VMFIN_>_VAINF	-0.0028972500653603557
361	NN_>_VAFIN_>_NE	0.002895664363975504
68	PDS_>_NN_>_ART	0.002893003993662468
703	VMFIN_>_NN_>_APPRART	-0.002892579709438321
271	KON_>_NN_>_PDS	0.0028908475711084515
1474	VAINF_>_VVPP_>_PROAV	-0.0028902614831952484
1727	VVFIN_>_NN_>_VAINF	-0.002869712183132186
2101	CARD_>_APPR_>_NN	-0.002867217606156255
2313	APPR_>_NN_>_XY	-0.0028602524984246147
171	VVINF_>_NN_>_NE	0.002833807427878476
533	VVFIN_>_VMFIN_>_KOUS	-0.0028321455109908693
219	VAFIN_>_VVPP_>_CARD	-0.002790060566855313
531	NN_>_VVFIN_>_PTKNEG	0.0027810666455023447
306	KON_>_NN_>_VVFIN	0.002763574053445456
876	KON_>_VVFIN_>_PTKNEG	0.0027607964372641505
575	NN_>_APPR_>_ADJA	-0.0027527096613283843
203	VVPP_>_ADJD_>_ADV	-0.0027384049436098993
521	VMFIN_>_APPR_>_ADV	-0.0027285182778080098
2218	KON_>_VVPP_>_NN	0.002724229988283749
283	VVFIN_>_APPR_>_APZR	0.002709552755419926
373	APPR_>_NN_>_VVINF	-0.0026963579781050513
1135	APPR_>_PPER_>_KON	0.0026900509298703177
1136	PPER_>_KON_>_NN	0.0026843866466521246
1114	VVFIN_>_NN_>_XY	-0.0026798073413920043
2951	PPER_>_VVINF_>_KOUS	-0.002667422914927772
1004	KON_>_VVFIN_>_PDS	0.0026317019854599356
868	NN_>_VMFIN_>_PPER	0.0026225984033781125
731	VVFIN_>_VVFIN_>_PTKNEG	0.002619983767242815
1294	VAPP_>_APPR_>_NN	0.0026153609366860774
991	VVFIN_>_PPER_>_ADV	0.0026140590148139263
429	VVFIN_>_VMINF_>_PTKZU	0.0026017821567724418
474	NN_>_VVPP_>_ADV	0.0026008974348986544
706	VAFIN_>_KON_>_VMFIN	-0.002600411297500393
1117	APPR_>_NE_>_NN	0.0025935594783419846
647	VVFIN_>_ADV_>_NN	0.0025930319873200885
1022	VVINF_>_ADJD_>_ADV	-0.0025910126007155773
610	KON_>_VMFIN_>_VVINF	0.002576982996530135
1636	APPR_>_NN_>_VAINF	-0.002557938897637192
2214	VAFIN_>_VAINF_>_VVPP	-0.0025487260738246403
180	VVPP_>_NN_>_NE	0.0025435661709320417
2238	ADV_>_VVFIN_>_PIS	-0.0025405669192443137
692	PPER_>_VAFIN_>_NN	-0.002532810215163152
958	VVPP_>_APPR_>_PRF	0.002526191755802943
826	VAINF_>_NN_>_PIAT	-0.002512388386976097
1032	VAFIN_>_VMFIN_>_KOUS	-0.002511937889003851
1471	ADJA_>_ADJA_>_ADV	0.0025042304368995596
28	VAFIN_>_VVPP_>_VVPP	-0.002494421439293318
1102	KON_>_VVFIN_>_VVPP	0.0024882665658602725
356	NN_>_VMFIN_>_PRELS	0.002474522207939037
1336	VAFIN_>_NE_>_ADV	0.0024745023333223454
288	VVFIN_>_NN_>_VAFIN	0.0024738977837831903
889	PROAV_>_VMFIN_>_NN	-0.0024334330875985647
535	NN_>_VAFIN_>_VVINF	0.0024283004156798664
195	VVINF_>_VVINF_>_KON	-0.002425458972821899
704	VMFIN_>_PTKNEG_>_ADV	0.0024206711915818963
1150	VVIZU_>_NN_>_PPOSAT	0.002419314065944243
1446	VAINF_>_NN_>_NN	-0.0024179732769431823
886	VAFIN_>_VVFIN_>_PRF	0.002409132382070504
786	VVFIN_>_APPR_>_CARD	-0.0023970193879902183
4391	VAFIN_>_PPER_>_ART	0.00239658072924146
1831	VVINF_>_VAFIN_>_ADJD	-0.0023892288362475714
539	VAFIN_>_VVINF_>_APPRART	-0.0023829917423346504
309	NN_>_VVINF_>_PRF	0.0023818813992430277
1722	VAFIN_>_VAINF_>_KOUS	-0.0023672921753408135
3162	PROAV_>_VAINF_>_KOUS	-0.0023663371832361745
2107	VAPP_>_NN_>_ART	0.002363655216459711
98	VMFIN_>_VMFIN_>_NN	-0.002349250207039541
440	ADV_>_VAFIN_>_ADJD	-0.002344781737086486
94	VMFIN_>_VVINF_>_ADV	0.0023415916144794956
1166	NN_>_VVFIN_>_PWAV	0.0023375436655580033
442	VAINF_>_APPR_>_NN	-0.0023350533374490276
1409	VAFIN_>_VVPP_>_VMFIN	-0.0023337859457197656
2175	KON_>_NN_>_PROAV	0.0023298590891056158
66	VVFIN_>_NN_>_APPR	0.0023085223530476054
1177	VVFIN_>_KON_>_VVINF	-0.0022900134686517455
